grower_id,state,district,tehsil,language,device_type,grower_age,gender,grower_crop_calendar,product_scan,product_name,product_scan_datetime,grower_farm_size,offline_campaign_attended,campaign_attendance_date,crop,sowing_start,harvest_start,tillering_date,flowering_date,relevant_product,territory_id,rep_id,wa_messages_sent,wa_open_count,wa_click_count,wa_delivered_count,wa_last_sent_date,wa_first_sent_date,wa_ever_opened,wa_ever_clicked,wa_open_rate,wa_click_rate,rep_total_visits,rep_retailer_meetings,rep_grower_meetings,rep_campaigns_conducted,rep_last_visit_date,avg_stock_qty,min_stock_qty,retailers_with_stock,total_retailers,out_of_stock_count,pct_retailers_stocked,stock_status
GRW_02177,Haryana,Karnal,Karnal_T059,Hindi,smartphone,29,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.64,1,2026-02-10,chickpea,2025-10-20,2026-03-01,,,Actara 25 WG,TER_0192,REP_0192,1.0,1.0,1.0,1.0,2026-01-04,2026-01-04,1.0,1.0,1.0,1.0,49,18,14,17,2026-03-21,0.0,,,,0.0,0.0,out_of_stock
GRW_02178,Uttar Pradesh,Agra,Agra_T123,Hindi,smartphone,61,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Cruiser 350 FS,2026-03-17 15:21:31,0.62,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0409,REP_0409,1.0,1.0,0.0,1.0,2026-02-12,2026-02-12,1.0,0.0,1.0,0.0,68,27,17,24,2026-03-28,21.333333333333332,9.0,3.0,3.0,0.0,1.0,healthy
GRW_02179,Punjab,Ludhiana,Ludhiana_T084,Punjabi,smartphone,71,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.94,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0315,REP_0315,1.0,1.0,0.0,1.0,2026-04-01,2026-04-01,1.0,0.0,1.0,0.0,35,12,12,11,2026-03-21,96.5,16.0,2.0,2.0,0.0,1.0,healthy
GRW_02180,Madhya Pradesh,Ujjain,Ujjain_T023,Hindi,smartphone,49,male,,0,,,2.28,0,,unknown,,,,,Tilt 250 EC,TER_0087,REP_0087,1.0,0.0,0.0,1.0,2025-11-11,2025-11-11,0.0,0.0,0.0,0.0,49,23,16,10,2026-03-29,64.0,64.0,1.0,1.0,0.0,1.0,healthy
GRW_02181,Rajasthan,Sikar,Sikar_T059,Hindi,smartphone,51,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",0,,,1.13,1,2025-11-20,barley,2025-11-01,2026-03-10,,,Tilt 250 EC,TER_0175,REP_0175,1.0,0.0,0.0,1.0,2025-10-10,2025-10-10,0.0,0.0,0.0,0.0,42,15,11,16,2026-03-29,25.0,25.0,1.0,1.0,0.0,1.0,healthy
GRW_02182,Rajasthan,Sikar,Sikar_T136,Hindi,smartphone,53,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",0,,,1.64,1,2026-03-15,barley,2025-11-01,2026-03-10,,,Tilt 250 EC,TER_0439,REP_0439,1.0,1.0,0.0,1.0,2025-11-15,2025-11-15,1.0,0.0,1.0,0.0,87,35,20,32,2026-03-22,8.5,4.0,2.0,2.0,0.0,1.0,healthy
GRW_02183,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T094,Hindi,keypad,30,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,0.71,1,2026-03-26,chickpea,2025-10-20,2026-03-01,,,Actara 25 WG,TER_0306,REP_0306,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,51,15,13,23,2026-03-29,13.666666666666666,4.0,3.0,3.0,0.0,1.0,healthy
GRW_02184,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T102,Hindi,smartphone,73,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,4.77,0,,mustard,2025-10-15,2026-02-15,,2026-01-20,Score 250 EC,TER_0306,REP_0306,1.0,0.0,0.0,1.0,2025-10-12,2025-10-12,0.0,0.0,0.0,0.0,51,15,13,23,2026-03-29,40.333333333333336,24.0,3.0,3.0,0.0,1.0,healthy
GRW_02185,Rajasthan,Sikar,Sikar_T075,Hindi,smartphone,73,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",1,Axial 50 EC,2026-03-20 11:00:50,1.39,0,,barley,2025-11-01,2026-03-10,,,Tilt 250 EC,TER_0241,REP_0241,1.0,0.0,0.0,1.0,2025-12-12,2025-12-12,0.0,0.0,0.0,0.0,47,21,9,17,2026-03-07,48.5,30.0,2.0,2.0,0.0,1.0,healthy
GRW_02186,Rajasthan,Bikaner,Bikaner_T059,Hindi,keypad,47,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,1,2025-10-15,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0206,REP_0206,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,34,13,9,12,2026-03-28,82.0,18.0,2.0,2.0,0.0,1.0,healthy
GRW_02187,Haryana,Rohtak,Rohtak_T122,Hindi,smartphone,54,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.1,1,2026-02-07,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0396,REP_0396,1.0,0.0,0.0,1.0,2025-11-26,2025-11-26,0.0,0.0,0.0,0.0,54,23,14,17,2026-03-22,70.0,32.0,3.0,3.0,0.0,1.0,healthy
GRW_02188,Karnataka,Vijayapura,Vijayapura_T070,Kannada,unknown,42,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.51,1,2025-12-01,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0260,REP_0260,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,67,27,14,26,2026-02-22,80.0,53.0,2.0,2.0,0.0,1.0,healthy
GRW_02189,West Bengal,Bardhaman,Bardhaman_T090,Bengali,smartphone,42,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.59,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0278,REP_0278,1.0,0.0,0.0,1.0,2025-12-23,2025-12-23,0.0,0.0,0.0,0.0,33,18,4,11,2026-03-27,54.666666666666664,0.0,2.0,3.0,1.0,0.6666666666666666,watch
GRW_02190,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T079,Hindi,unknown,45,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,1.45,0,,mustard,2025-10-15,2026-02-15,,2026-01-20,Score 250 EC,TER_0240,REP_0240,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,41,18,12,11,2026-03-28,43.5,33.0,2.0,2.0,0.0,1.0,healthy
GRW_02191,Maharashtra,Jalgaon,Jalgaon_T084,Marathi,unknown,46,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0269,REP_0269,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,61,27,14,20,2026-03-08,49.0,49.0,1.0,1.0,0.0,1.0,healthy
GRW_02192,Maharashtra,Akola,Akola_T089,Marathi,smartphone,47,male,,0,,,3.71,1,2025-12-12,unknown,,,,,Tilt 250 EC,TER_0279,REP_0279,1.0,1.0,0.0,1.0,2025-11-29,2025-11-29,1.0,0.0,1.0,0.0,72,28,17,27,2026-03-29,0.0,,,,0.0,0.0,out_of_stock
GRW_02193,Maharashtra,Akola,Akola_T019,Marathi,smartphone,24,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.69,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0048,REP_0048,1.0,0.0,0.0,1.0,2025-12-10,2025-12-10,0.0,0.0,0.0,0.0,57,23,15,19,2026-01-25,61.25,14.0,4.0,4.0,0.0,1.0,healthy
GRW_02194,Rajasthan,Bikaner,Bikaner_T086,Hindi,keypad,53,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.22,1,2025-11-12,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0305,REP_0305,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,89,41,20,28,2026-03-29,67.33333333333333,14.0,3.0,3.0,0.0,1.0,healthy
GRW_02195,Haryana,Hisar,Hisar_T073,Hindi,smartphone,62,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.15,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0233,REP_0233,1.0,0.0,0.0,1.0,2025-11-02,2025-11-02,0.0,0.0,0.0,0.0,45,15,12,18,2026-02-20,32.0,29.0,2.0,2.0,0.0,1.0,healthy
GRW_02196,Bihar,Muzaffarpur,Muzaffarpur_T102,Hindi,smartphone,64,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,1,2025-11-06,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0325,REP_0325,1.0,0.0,0.0,1.0,2025-10-22,2025-10-22,0.0,0.0,0.0,0.0,64,25,19,20,2026-03-01,148.5,130.0,2.0,2.0,0.0,1.0,healthy
GRW_02197,Rajasthan,Bikaner,Bikaner_T055,Hindi,smartphone,57,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",0,,,3.04,0,,barley,2025-11-01,2026-03-10,,,Tilt 250 EC,TER_0173,REP_0173,1.0,0.0,0.0,1.0,2026-03-12,2026-03-12,0.0,0.0,0.0,0.0,80,35,20,25,2026-03-11,0.0,,,,0.0,0.0,out_of_stock
GRW_02198,Rajasthan,Jaipur,Jaipur_T022,Hindi,keypad,72,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.65,1,2026-01-01,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0086,REP_0086,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,51,26,6,19,2026-03-22,20.0,0.0,2.0,3.0,1.0,0.6666666666666666,watch
GRW_02199,Karnataka,Vijayapura,Vijayapura_T047,Kannada,smartphone,72,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.69,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0194,REP_0194,1.0,0.0,0.0,1.0,2025-11-22,2025-11-22,0.0,0.0,0.0,0.0,55,25,12,18,2026-03-14,95.0,95.0,1.0,1.0,0.0,1.0,healthy
GRW_02200,Gujarat,Ahmedabad,Ahmedabad_T051,Gujarati,smartphone,39,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0144,REP_0144,1.0,1.0,0.0,1.0,2025-12-06,2025-12-06,1.0,0.0,1.0,0.0,53,22,12,19,2026-03-28,55.333333333333336,38.0,3.0,3.0,0.0,1.0,healthy
GRW_02201,Uttar Pradesh,Agra,Agra_T135,Hindi,smartphone,46,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",0,,,1.08,1,2026-03-23,barley,2025-11-01,2026-03-10,,,Tilt 250 EC,TER_0475,REP_0475,1.0,0.0,0.0,1.0,2025-10-19,2025-10-19,0.0,0.0,0.0,0.0,45,18,16,11,2026-03-29,36.333333333333336,16.0,3.0,3.0,0.0,1.0,healthy
GRW_02202,Punjab,Ludhiana,Ludhiana_T065,Punjabi,keypad,39,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.1,1,2025-11-02,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0249,REP_0249,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,78,40,19,19,2026-03-17,76.0,59.0,2.0,2.0,0.0,1.0,healthy
GRW_02203,Punjab,Ludhiana,Ludhiana_T059,Punjabi,smartphone,69,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,2.76,1,2026-01-24,mustard,2025-10-15,2026-02-15,,2026-01-20,Score 250 EC,TER_0216,REP_0216,1.0,0.0,0.0,1.0,2025-11-23,2025-11-23,0.0,0.0,0.0,0.0,61,17,20,24,2026-03-01,37.666666666666664,5.0,3.0,3.0,0.0,1.0,healthy
GRW_02204,Punjab,Patiala,Patiala_T062,Punjabi,smartphone,49,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,4.87,1,2026-02-18,chickpea,2025-10-20,2026-03-01,,,Actara 25 WG,TER_0256,REP_0256,1.0,0.0,0.0,1.0,2025-11-03,2025-11-03,0.0,0.0,0.0,0.0,63,23,18,22,2026-03-15,83.66666666666667,49.0,3.0,3.0,0.0,1.0,healthy
GRW_02205,Bihar,Patna,Patna_T138,Hindi,smartphone,51,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""lentil"", ""sowing"": {""start"": ""2025-10-25"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-15"", ""end"": ""2026-04-20""}, ""stages"": []}",0,,,1.64,1,2026-01-17,lentil,2025-10-25,2026-03-15,,,Tilt 250 EC,TER_0430,REP_0430,1.0,0.0,0.0,1.0,2025-11-02,2025-11-02,0.0,0.0,0.0,0.0,53,28,7,18,2026-03-29,17.666666666666668,1.0,3.0,3.0,0.0,1.0,healthy
GRW_02206,Bihar,Patna,Patna_T085,Hindi,smartphone,71,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.91,1,2026-01-08,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0265,REP_0265,1.0,0.0,0.0,1.0,2025-12-01,2025-12-01,0.0,0.0,0.0,0.0,72,33,19,20,2026-03-29,52.0,52.0,1.0,1.0,0.0,1.0,healthy
GRW_02207,Karnataka,Kalaburagi,Kalaburagi_T075,Kannada,smartphone,66,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Axial 50 EC,2025-12-04 17:11:13,0.34,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0283,REP_0283,1.0,0.0,0.0,1.0,2025-11-03,2025-11-03,0.0,0.0,0.0,0.0,66,22,12,32,2026-03-15,71.33333333333333,37.0,3.0,3.0,0.0,1.0,healthy
GRW_02208,Madhya Pradesh,Ratlam,Ratlam_T084,Hindi,unknown,24,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,1,2025-10-17,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0271,REP_0271,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,84,39,15,30,2026-03-22,30.0,30.0,2.0,2.0,0.0,1.0,healthy
GRW_02209,Maharashtra,Jalgaon,Jalgaon_T084,Marathi,smartphone,34,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.13,1,2025-10-07,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0269,REP_0269,1.0,0.0,0.0,1.0,2025-10-07,2025-10-07,0.0,0.0,0.0,0.0,61,27,14,20,2026-03-08,49.0,49.0,1.0,1.0,0.0,1.0,healthy
GRW_02210,Gujarat,Rajkot,Rajkot_T088,Gujarati,smartphone,62,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.63,1,2025-10-16,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0354,REP_0354,1.0,1.0,0.0,1.0,2025-10-12,2025-10-12,1.0,0.0,1.0,0.0,61,24,17,20,2026-03-19,0.0,,,,0.0,0.0,out_of_stock
GRW_02211,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T061,Hindi,smartphone,66,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.81,0,,chickpea,2025-10-20,2026-03-01,,,Actara 25 WG,TER_0174,REP_0174,1.0,0.0,0.0,1.0,2025-10-17,2025-10-17,0.0,0.0,0.0,0.0,54,20,16,18,2026-03-22,69.0,26.0,2.0,2.0,0.0,1.0,healthy
GRW_02212,Uttar Pradesh,Varanasi,Varanasi_T003,Hindi,smartphone,26,male,,0,,,0.79,1,2025-10-30,unknown,,,,,Tilt 250 EC,TER_0003,REP_0003,1.0,0.0,0.0,1.0,2025-10-19,2025-10-19,0.0,0.0,0.0,0.0,52,27,12,13,2026-03-08,97.25,30.0,4.0,4.0,0.0,1.0,healthy
GRW_02213,Haryana,Hisar,Hisar_T076,Hindi,smartphone,70,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.08,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0233,REP_0233,1.0,0.0,0.0,1.0,2025-12-26,2025-12-26,0.0,0.0,0.0,0.0,45,15,12,18,2026-02-20,32.0,29.0,2.0,2.0,0.0,1.0,healthy
GRW_02214,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T013,Hindi,smartphone,32,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""potato"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-01-20"", ""end"": ""2026-03-10""}, ""stages"": []}",0,,,0.98,0,,potato,2025-10-15,2026-01-20,,,Kavach 75 WP,TER_0042,REP_0042,1.0,1.0,1.0,1.0,2025-12-20,2025-12-20,1.0,1.0,1.0,1.0,45,23,10,12,2026-03-08,0.0,,,,0.0,0.0,out_of_stock
GRW_02215,Haryana,Karnal,Karnal_T028,Hindi,smartphone,64,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.3,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20,Tilt 250 EC,TER_0093,REP_0093,1.0,0.0,0.0,1.0,2025-11-18,2025-11-18,0.0,0.0,0.0,0.0,66,27,19,20,2026-03-29,31.5,22.0,2.0,2.0,0.0,1.0,healthy
GRW_02216,Madhya Pradesh,Ujjain,Ujjain_T112,Hindi,smartphone,43,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.76,1,2026-03-20,chickpea,2025-10-20,2026-03-01,,,Actara 25 WG,TER_0351,REP_0351,1.0,1.0,0.0,1.0,2025-11-06,2025-11-06,1.0,0.0,1.0,0.0,56,19,14,23,2026-03-27,8.0,8.0,1.0,1.0,0.0,1.0,healthy
