grower_id,state,district,tehsil,language,device_type,grower_age,gender,grower_crop_calendar,product_scan,product_name,product_scan_datetime,grower_farm_size,offline_campaign_attended,campaign_attendance_date,crop,sowing_start,harvest_start,tillering_date,flowering_date
GRW_02882,Uttar Pradesh,Varanasi,Varanasi_T158,Hindi,smartphone,51,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""potato"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-01-20"", ""end"": ""2026-03-10""}, ""stages"": []}",0,,,1.18,1,2026-03-18,potato,2025-10-15,2026-01-20,,
GRW_02883,Bihar,Patna,Patna_T151,Hindi,smartphone,29,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,0.32,1,2026-02-07,chickpea,2025-10-20,2026-03-01,,
GRW_02884,Bihar,Muzaffarpur,Muzaffarpur_T024,Hindi,smartphone,35,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""maize"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-02-20"", ""end"": ""2026-03-30""}, ""stages"": []}",0,,,3.77,0,,maize,2025-10-20,2026-02-20,,
GRW_02885,Karnataka,Vijayapura,Vijayapura_T142,Kannada,smartphone,41,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,3.74,1,2025-10-09,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02886,Rajasthan,Bharatpur,Bharatpur_T129,Hindi,unknown,70,male,,0,,,0.72,0,,unknown,,,,
GRW_02887,Madhya Pradesh,Ratlam,Ratlam_T005,Hindi,smartphone,33,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",1,Vibrance Integral,2025-11-08 09:45:15,3.71,1,2025-11-01,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_02888,Karnataka,Vijayapura,Vijayapura_T094,Kannada,smartphone,72,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.69,1,2026-03-23,chickpea,2025-10-20,2026-03-01,,
GRW_02889,Gujarat,Rajkot,Rajkot_T052,Gujarati,unknown,68,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.14,1,2025-11-28,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02890,Bihar,Muzaffarpur,Muzaffarpur_T102,Hindi,smartphone,39,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""maize"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-02-20"", ""end"": ""2026-03-30""}, ""stages"": []}",1,,2025-10-25 17:40:03,3.28,1,2025-10-22,maize,2025-10-20,2026-02-20,,
GRW_02891,Punjab,Amritsar,Amritsar_T154,Punjabi,smartphone,68,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.04,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02892,West Bengal,Bardhaman,Bardhaman_T137,Bengali,smartphone,28,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.7,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02893,Haryana,Rohtak,Rohtak_T039,Hindi,smartphone,67,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.67,1,2025-12-20,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02894,Punjab,Ludhiana,Ludhiana_T077,Punjabi,smartphone,48,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.17,1,2025-11-09,chickpea,2025-10-20,2026-03-01,,
GRW_02895,Karnataka,Vijayapura,Vijayapura_T080,Kannada,smartphone,37,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""safflower"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-02-20"", ""end"": ""2026-03-25""}, ""stages"": []}",0,,,2.73,0,,safflower,2025-10-15,2026-02-20,,
GRW_02896,Rajasthan,Jaipur,Jaipur_T110,Hindi,smartphone,53,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",0,,,2.59,1,2025-11-09,barley,2025-11-01,2026-03-10,,
GRW_02897,Uttar Pradesh,Varanasi,Varanasi_T073,Hindi,smartphone,26,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.6,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02898,Gujarat,Mehsana,Mehsana_T102,Gujarati,smartphone,57,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Alto 5 SC,2025-12-10 18:09:04,2.09,1,2025-12-10,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02899,Uttar Pradesh,Agra,Agra_T086,Hindi,smartphone,60,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,1.44,0,,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_02900,West Bengal,Bardhaman,Bardhaman_T126,Bengali,smartphone,22,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""lentil"", ""sowing"": {""start"": ""2025-10-25"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-15"", ""end"": ""2026-04-20""}, ""stages"": []}",1,Axial 50 EC,2025-11-20 14:32:58,1.64,0,,lentil,2025-10-25,2026-03-15,,
GRW_02901,Haryana,Karnal,Karnal_T022,Hindi,unknown,60,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,1,2025-10-19,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02902,Haryana,Hisar,Hisar_T001,Hindi,smartphone,62,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.02,0,,chickpea,2025-10-20,2026-03-01,,
GRW_02903,Rajasthan,Bharatpur,Bharatpur_T113,Hindi,unknown,46,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,4.28,0,,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_02904,Rajasthan,Sikar,Sikar_T148,Hindi,smartphone,29,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,1,2025-10-07,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02905,Punjab,Patiala,Patiala_T021,Punjabi,smartphone,46,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,1,2025-11-10,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02906,Madhya Pradesh,Indore,Indore_T061,Hindi,smartphone,32,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,,2026-02-14 14:14:09,2.09,1,2026-02-08,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02907,Haryana,Sirsa,Sirsa_T073,Hindi,unknown,65,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02908,Karnataka,Kalaburagi,Kalaburagi_T086,Kannada,smartphone,48,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",0,,,1.01,1,2025-11-15,chickpea,2025-10-20,2026-03-01,,
GRW_02909,Karnataka,Kalaburagi,Kalaburagi_T095,Kannada,smartphone,65,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""safflower"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-02-20"", ""end"": ""2026-03-25""}, ""stages"": []}",0,,,1.51,0,,safflower,2025-10-15,2026-02-20,,
GRW_02910,Haryana,Hisar,Hisar_T036,Hindi,smartphone,48,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Alto 5 SC,2025-12-17 10:53:08,1.26,1,2025-12-06,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02911,Maharashtra,Amravati,Amravati_T132,Marathi,smartphone,73,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",1,,2025-12-13 07:30:57,0.91,1,2025-12-13,chickpea,2025-10-20,2026-03-01,,
GRW_02912,Gujarat,Ahmedabad,Ahmedabad_T056,Gujarati,keypad,46,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.14,1,2025-11-21,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02913,Punjab,Ludhiana,Ludhiana_T117,Punjabi,smartphone,37,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",1,Tilt 250 EC,2026-01-16 14:05:21,2.43,0,,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_02914,Punjab,Patiala,Patiala_T054,Punjabi,smartphone,60,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Amistar 250 SC,2025-11-27 08:51:22,0.53,1,2025-11-17,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02915,Punjab,Ludhiana,Ludhiana_T077,Punjabi,smartphone,38,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.72,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02916,Maharashtra,Akola,Akola_T007,Marathi,unknown,55,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02917,Haryana,Sirsa,Sirsa_T033,Hindi,keypad,29,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.32,1,2026-01-07,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02918,Uttar Pradesh,Lucknow,Lucknow_T108,Hindi,smartphone,27,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Vibrance Integral,2025-11-24 16:28:07,1.15,1,2025-11-18,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02919,Uttar Pradesh,Varanasi,Varanasi_T128,Hindi,smartphone,59,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Kavach 75 WP,2026-01-16 19:09:42,1.35,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02920,Uttar Pradesh,Varanasi,Varanasi_T041,Hindi,unknown,47,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.11,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02921,Maharashtra,Akola,Akola_T119,Marathi,smartphone,43,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,0.39,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02922,Bihar,Patna,Patna_T123,Hindi,smartphone,33,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""lentil"", ""sowing"": {""start"": ""2025-10-25"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-15"", ""end"": ""2026-04-20""}, ""stages"": []}",1,,2025-11-24 17:28:09,1.64,0,,lentil,2025-10-25,2026-03-15,,
GRW_02923,Punjab,Bathinda,Bathinda_T072,Punjabi,smartphone,55,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Alto 5 SC,2026-01-19 10:01:30,1.64,1,2026-01-16,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02924,Haryana,Sirsa,Sirsa_T126,Hindi,keypad,49,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.13,1,2025-11-01,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02925,Bihar,Muzaffarpur,Muzaffarpur_T040,Hindi,smartphone,35,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""maize"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-02-20"", ""end"": ""2026-03-30""}, ""stages"": []}",0,,,2.05,1,2025-10-12,maize,2025-10-20,2026-02-20,,
GRW_02926,Uttar Pradesh,Agra,Agra_T002,Hindi,smartphone,70,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""potato"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-01-20"", ""end"": ""2026-03-10""}, ""stages"": []}",0,,,3.45,0,,potato,2025-10-15,2026-01-20,,
GRW_02927,Uttar Pradesh,Lucknow,Lucknow_T126,Hindi,smartphone,66,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""barley"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-10"", ""end"": ""2026-04-05""}, ""stages"": []}",0,,,1.45,1,2026-03-20,barley,2025-11-01,2026-03-10,,
GRW_02928,Madhya Pradesh,Sehore,Sehore_T139,Hindi,keypad,58,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""lentil"", ""sowing"": {""start"": ""2025-10-25"", ""end"": ""2025-11-20""}, ""harvest"": {""start"": ""2026-03-15"", ""end"": ""2026-04-20""}, ""stages"": []}",0,,,0.63,1,2026-02-12,lentil,2025-10-25,2026-03-15,,
GRW_02929,Bihar,Muzaffarpur,Muzaffarpur_T029,Hindi,smartphone,66,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.25,1,2025-12-01,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02930,Maharashtra,Jalgaon,Jalgaon_T037,Marathi,smartphone,71,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""safflower"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-05""}, ""harvest"": {""start"": ""2026-02-20"", ""end"": ""2026-03-25""}, ""stages"": []}",0,,,3.7,1,2026-03-09,safflower,2025-10-15,2026-02-20,,
GRW_02931,Haryana,Sirsa,Sirsa_T076,Hindi,smartphone,23,female,,0,,,2.78,1,2026-02-02,unknown,,,,
GRW_02932,Uttar Pradesh,Varanasi,Varanasi_T049,Hindi,smartphone,55,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""mustard"", ""sowing"": {""start"": ""2025-10-15"", ""end"": ""2025-11-10""}, ""harvest"": {""start"": ""2026-02-15"", ""end"": ""2026-03-20""}, ""stages"": [{""stage"": ""flowering"", ""approx"": ""2026-01-20""}]}",0,,,1.86,1,2025-12-17,mustard,2025-10-15,2026-02-15,,2026-01-20
GRW_02933,Bihar,Muzaffarpur,Muzaffarpur_T076,Hindi,smartphone,43,male,,0,,,0.33,1,2026-03-19,unknown,,,,
GRW_02934,Rajasthan,Jaipur,Jaipur_T098,Hindi,smartphone,22,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.24,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02935,Madhya Pradesh,Ratlam,Ratlam_T131,Hindi,smartphone,37,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""chickpea"", ""sowing"": {""start"": ""2025-10-20"", ""end"": ""2025-11-15""}, ""harvest"": {""start"": ""2026-03-01"", ""end"": ""2026-04-05""}, ""stages"": [{""stage"": ""pod_formation"", ""approx"": ""2026-02-10""}]}",1,Kavach 75 WP,2026-02-22 11:31:13,0.76,1,2026-02-20,chickpea,2025-10-20,2026-03-01,,
GRW_02936,Rajasthan,Sikar,Sikar_T014,Hindi,smartphone,39,female,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,2.74,1,2026-01-31,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02937,West Bengal,Bardhaman,Bardhaman_T092,Bengali,keypad,43,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.64,1,2026-01-24,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02938,Maharashtra,Amravati,Amravati_T092,Marathi,smartphone,30,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",0,,,1.38,0,,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02939,Maharashtra,Jalgaon,Jalgaon_T089,Marathi,smartphone,47,male,"{""season"": ""Rabi_2025-26"", ""crop"": ""wheat"", ""sowing"": {""start"": ""2025-11-01"", ""end"": ""2025-11-25""}, ""harvest"": {""start"": ""2026-03-20"", ""end"": ""2026-04-15""}, ""stages"": [{""stage"": ""tillering"", ""approx"": ""2026-01-15""}, {""stage"": ""flowering"", ""approx"": ""2026-02-20""}]}",1,Topik 15 WP,2026-01-09 15:39:48,2.45,1,2026-01-06,wheat,2025-11-01,2026-03-20,2026-01-15,2026-02-20
GRW_02940,Madhya Pradesh,Indore,Indore_T140,Hindi,smartphone,72,female,,0,,,2.11,1,2026-01-14,unknown,,,,
