grower_id,state,district,tehsil,territory_id,rep_id,crop,relevant_product,language,device_type,current_crop_stage,stock_status,reference_date,gender,age_bucket,farm_size_bucket,days_to_tillering,days_to_flowering,days_to_harvest,days_since_sowing,in_critical_window,wa_open_rate,wa_click_rate,wa_messages_sent,engagement_score,has_any_engagement,days_since_last_message,product_scan_flag,offline_attended_flag,device_score,grower_farm_size,grower_age,can_receive_whatsapp,can_receive_sms,needs_ivr_or_rep,stock_urgency_score,stock_available,pct_retailers_stocked,rep_coverage_score,rep_campaign_ratio,lang_Bengali,lang_Gujarati,lang_Hindi,lang_Kannada,lang_Marathi,lang_Punjabi,farm_size_bucket,farm_small,farm_medium,farm_large,farm_very_large,wa_ever_opened,wa_ever_clicked
GRW_02447,Punjab,Bathinda,Bathinda_T014,TER_0055,REP_0055,wheat,Tilt 250 EC,Punjabi,smartphone,early_vegetative,out_of_stock,2025-11-29,male,senior,small,47.0,83.0,111.0,28.0,0,0.0,0.0,1.0,0.0,1,123.0,1,1,2,1.88,65,1,1,0,0.0,0,0.0,0.47692307692307695,0.3387096774193548,False,False,False,False,False,True,small,True,False,False,False,0.0,0.0
GRW_02448,Uttar Pradesh,Agra,Agra_T068,TER_0211,REP_0211,mustard,Score 250 EC,Hindi,smartphone,unknown,healthy,2026-02-23,male,mid,medium,0.0,-34.0,-8.0,131.0,0,1.0,0.0,1.0,0.4,1,37.0,0,0,2,2.34,40,1,1,0,1.0,1,1.0,0.34615384615384615,0.4,False,False,True,False,False,False,medium,False,True,False,False,1.0,0.0
GRW_02449,Uttar Pradesh,Varanasi,Varanasi_T055,TER_0135,REP_0135,unknown,Tilt 250 EC,Hindi,keypad,unknown,healthy,2026-03-01,male,elder,small,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,1,1.97,69,0,1,1,1.0,1,1.0,0.45384615384615384,0.3389830508474576,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02450,Karnataka,Vijayapura,Vijayapura_T124,TER_0425,REP_0425,wheat,Tilt 250 EC,Kannada,keypad,post_flowering,healthy,2026-03-01,male,mid,large,-45.0,-9.0,19.0,120.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,1,5.98,48,0,1,1,1.0,1,1.0,0.5,0.3384615384615385,False,False,False,True,False,False,large,False,False,True,False,0.0,0.0
GRW_02451,Gujarat,Mehsana,Mehsana_T072,TER_0262,REP_0262,cumin,Amistar 250 SC,Gujarati,keypad,unknown,healthy,2026-03-01,male,senior,small,0.0,0.0,-4.0,120.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,1,1.55,51,0,1,1,1.0,1,1.0,0.4461538461538462,0.3448275862068966,False,True,False,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02452,Gujarat,Rajkot,Rajkot_T043,TER_0189,REP_0189,wheat,Tilt 250 EC,Gujarati,smartphone,early_vegetative,healthy,2025-10-27,male,senior,medium,80.0,116.0,144.0,-5.0,0,0.0,0.0,1.0,0.0,1,156.0,0,1,2,3.22,53,1,1,0,1.0,1,1.0,0.46153846153846156,0.3,False,True,False,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_02453,Haryana,Karnal,Karnal_T024,TER_0093,REP_0093,chickpea,Actara 25 WG,Hindi,unknown,unknown,healthy,2026-03-01,male,elder,small,0.0,0.0,0.0,132.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,0,1.64,70,0,0,1,1.0,1,1.0,0.5076923076923077,0.30303030303030304,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02454,Maharashtra,Akola,Akola_T062,TER_0180,REP_0180,chickpea,Actara 25 WG,Marathi,smartphone,unknown,healthy,2025-11-23,female,senior,small,0.0,0.0,98.0,34.0,0,0.0,0.0,1.0,0.0,1,129.0,1,0,2,1.64,63,1,1,0,1.0,1,1.0,0.4076923076923077,0.41509433962264153,False,False,False,False,True,False,small,True,False,False,False,0.0,0.0
GRW_02455,Gujarat,Ahmedabad,Ahmedabad_T046,TER_0144,REP_0144,wheat,Tilt 250 EC,Gujarati,smartphone,early_vegetative,healthy,2025-12-04,female,senior,medium,42.0,78.0,106.0,33.0,0,0.0,0.0,1.0,0.0,1,118.0,0,1,2,3.0,59,1,1,0,1.0,1,1.0,0.4076923076923077,0.3584905660377358,False,True,False,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_02456,Bihar,Muzaffarpur,Muzaffarpur_T043,TER_0127,REP_0127,wheat,Tilt 250 EC,Hindi,smartphone,flowering_approaching,healthy,2026-02-18,male,mid,small,-34.0,2.0,30.0,109.0,1,0.0,0.0,1.0,0.0,1,42.0,1,1,2,1.2,44,1,1,0,1.0,1,1.0,0.4153846153846154,0.2962962962962963,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02457,Uttar Pradesh,Meerut,Meerut_T025,TER_0096,REP_0096,mustard,Score 250 EC,Hindi,smartphone,unknown,out_of_stock,2026-03-18,male,mid,small,0.0,-57.0,-31.0,154.0,0,0.0,0.0,1.0,0.0,1,14.0,0,1,2,1.33,43,1,1,0,0.0,0,0.0,0.5461538461538461,0.30985915492957744,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02458,Bihar,Patna,Patna_T114,TER_0364,REP_0364,wheat,Tilt 250 EC,Hindi,keypad,post_flowering,healthy,2026-03-01,male,mid,medium,-45.0,-9.0,19.0,120.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,1,2.74,43,0,1,1,1.0,1,1.0,0.5384615384615384,0.2857142857142857,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_02459,Rajasthan,Sikar,Sikar_T075,TER_0241,REP_0241,barley,Tilt 250 EC,Hindi,keypad,unknown,healthy,2026-03-01,male,elder,small,0.0,0.0,9.0,120.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,1,0.65,72,0,1,1,1.0,1,1.0,0.36153846153846153,0.3617021276595745,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02460,Karnataka,Kalaburagi,Kalaburagi_T022,TER_0085,REP_0085,wheat,Tilt 250 EC,Kannada,smartphone,early_vegetative,healthy,2025-10-25,male,mid,medium,82.0,118.0,146.0,-7.0,0,1.0,0.0,1.0,0.4,1,158.0,0,1,2,3.54,49,1,1,0,1.0,1,1.0,0.47692307692307695,0.22580645161290322,False,False,False,True,False,False,medium,False,True,False,False,1.0,0.0
GRW_02461,Punjab,Patiala,Patiala_T087,TER_0322,REP_0322,wheat,Tilt 250 EC,Punjabi,unknown,post_flowering,healthy,2026-03-01,male,young,small,-45.0,-9.0,19.0,120.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,0,2.0,32,0,0,1,1.0,1,1.0,0.4076923076923077,0.4339622641509434,False,False,False,False,False,True,small,True,False,False,False,0.0,0.0
GRW_02462,Karnataka,Kalaburagi,Kalaburagi_T122,TER_0448,REP_0448,unknown,Tilt 250 EC,Kannada,smartphone,unknown,healthy,2025-12-09,female,mid,medium,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1,113.0,0,0,2,4.88,47,1,1,0,1.0,1,1.0,0.3384615384615385,0.2727272727272727,False,False,False,True,False,False,medium,False,True,False,False,1.0,1.0
GRW_02463,Uttar Pradesh,Varanasi,Varanasi_T145,TER_0465,REP_0465,barley,Tilt 250 EC,Hindi,smartphone,unknown,healthy,2025-10-25,male,senior,medium,0.0,0.0,136.0,-7.0,0,0.0,0.0,1.0,0.0,1,158.0,0,1,2,2.37,52,1,1,0,1.0,1,1.0,0.6230769230769231,0.4074074074074074,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_02464,Punjab,Ludhiana,Ludhiana_T130,TER_0447,REP_0447,wheat,Tilt 250 EC,Punjabi,smartphone,early_vegetative,healthy,2025-11-09,male,mid,medium,67.0,103.0,131.0,8.0,0,0.0,0.0,1.0,0.0,1,143.0,1,0,2,2.17,45,1,1,0,1.0,1,1.0,0.3384615384615385,0.3409090909090909,False,False,False,False,False,True,medium,False,True,False,False,0.0,0.0
GRW_02465,Punjab,Bathinda,Bathinda_T029,TER_0088,REP_0088,chickpea,Actara 25 WG,Punjabi,smartphone,unknown,healthy,2026-03-27,male,mid,medium,0.0,0.0,-26.0,158.0,0,1.0,1.0,1.0,1.0,1,5.0,0,0,2,2.19,37,1,1,0,1.0,1,1.0,0.6307692307692307,0.2926829268292683,False,False,False,False,False,True,medium,False,True,False,False,1.0,1.0
GRW_02466,West Bengal,Nadia,Nadia_T026,TER_0092,REP_0092,unknown,Tilt 250 EC,Bengali,smartphone,unknown,healthy,2025-10-27,male,young,medium,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1,156.0,0,1,2,2.12,27,1,1,0,1.0,1,1.0,0.5846153846153846,0.32894736842105265,True,False,False,False,False,False,medium,False,True,False,False,1.0,1.0
GRW_02467,Gujarat,Ahmedabad,Ahmedabad_T003,TER_0012,REP_0012,chickpea,Actara 25 WG,Gujarati,unknown,unknown,healthy,2026-03-01,male,young,medium,0.0,0.0,0.0,132.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,0,2.58,26,0,0,1,1.0,1,1.0,0.4461538461538462,0.3275862068965517,False,True,False,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_02468,Rajasthan,Bharatpur,Bharatpur_T094,TER_0268,REP_0268,mustard,Score 250 EC,Hindi,smartphone,unknown,healthy,2026-01-20,female,young,medium,0.0,0.0,26.0,97.0,1,0.0,0.0,1.0,0.0,1,71.0,0,1,2,2.04,30,1,1,0,1.0,1,1.0,0.2846153846153846,0.24324324324324326,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_02469,Uttar Pradesh,Meerut,Meerut_T043,TER_0162,REP_0162,potato,Kavach 75 WP,Hindi,smartphone,unknown,healthy,2026-03-24,male,mid,small,0.0,0.0,-63.0,160.0,0,0.0,0.0,1.0,0.0,0,8.0,0,0,2,1.28,39,1,1,0,1.0,1,1.0,0.6076923076923076,0.24050632911392406,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02470,Haryana,Karnal,Karnal_T005,TER_0027,REP_0027,barley,Tilt 250 EC,Hindi,keypad,unknown,healthy,2026-03-01,male,elder,small,0.0,0.0,9.0,120.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,1,1.34,73,0,1,1,1.0,1,1.0,0.4230769230769231,0.45454545454545453,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02471,Rajasthan,Bikaner,Bikaner_T002,TER_0008,REP_0008,barley,Tilt 250 EC,Hindi,smartphone,unknown,healthy,2025-11-10,male,senior,small,0.0,0.0,120.0,9.0,0,1.0,0.0,1.0,0.4,1,142.0,0,1,2,1.54,56,1,1,0,1.0,1,1.0,0.4461538461538462,0.3448275862068966,False,False,True,False,False,False,small,True,False,False,False,1.0,0.0
GRW_02472,Uttar Pradesh,Lucknow,Lucknow_T007,TER_0006,REP_0006,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,watch,2025-10-06,male,mid,small,101.0,137.0,165.0,-26.0,0,0.0,0.0,1.0,0.0,1,177.0,1,1,2,1.06,47,1,1,0,0.6,1,0.5,0.45384615384615384,0.3050847457627119,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02473,Uttar Pradesh,Varanasi,Varanasi_T053,TER_0135,REP_0135,chickpea,Actara 25 WG,Hindi,smartphone,unknown,healthy,2025-11-23,male,young,medium,0.0,0.0,98.0,34.0,0,0.0,0.0,1.0,0.0,1,129.0,0,1,2,2.87,24,1,1,0,1.0,1,1.0,0.45384615384615384,0.3389830508474576,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_02474,Madhya Pradesh,Ujjain,Ujjain_T100,TER_0285,REP_0285,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,out_of_stock,2025-10-12,male,young,small,95.0,131.0,159.0,-20.0,0,1.0,0.0,1.0,0.4,1,171.0,1,1,2,0.67,30,1,1,0,0.0,0,0.0,0.7384615384615385,0.3125,False,False,True,False,False,False,small,True,False,False,False,1.0,0.0
GRW_02475,Bihar,Muzaffarpur,Muzaffarpur_T110,TER_0358,REP_0358,maize,Actara 25 WG,Hindi,smartphone,unknown,healthy,2025-10-19,male,young,small,0.0,0.0,124.0,-1.0,0,1.0,0.0,1.0,0.4,1,164.0,1,0,2,1.99,32,1,1,0,1.0,1,1.0,0.4846153846153846,0.31746031746031744,False,False,True,False,False,False,small,True,False,False,False,1.0,0.0
GRW_02476,Madhya Pradesh,Ujjain,Ujjain_T012,TER_0054,REP_0054,chickpea,Actara 25 WG,Hindi,unknown,unknown,healthy,2026-03-01,male,elder,small,0.0,0.0,0.0,132.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,0,1.94,72,0,0,1,1.0,1,1.0,0.5538461538461539,0.4305555555555556,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02477,Madhya Pradesh,Indore,Indore_T124,TER_0419,REP_0419,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,healthy,2025-10-22,male,mid,small,85.0,121.0,149.0,-10.0,0,0.0,0.0,1.0,0.0,1,161.0,0,1,2,1.3,37,1,1,0,1.0,1,1.0,0.4230769230769231,0.34545454545454546,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02478,Maharashtra,Akola,Akola_T029,TER_0081,REP_0081,chickpea,Actara 25 WG,Marathi,smartphone,unknown,healthy,2025-11-01,male,senior,small,0.0,0.0,120.0,12.0,0,1.0,0.0,1.0,0.4,1,151.0,0,1,2,1.71,63,1,1,0,1.0,1,1.0,0.3230769230769231,0.3333333333333333,False,False,False,False,True,False,small,True,False,False,False,1.0,0.0
GRW_02479,Haryana,Karnal,Karnal_T142,TER_0489,REP_0489,chickpea,Actara 25 WG,Hindi,smartphone,unknown,healthy,2025-12-15,male,senior,small,0.0,0.0,76.0,56.0,0,1.0,1.0,1.0,1.0,1,107.0,1,1,2,1.33,51,1,1,0,1.0,1,1.0,0.5153846153846153,0.31343283582089554,False,False,True,False,False,False,small,True,False,False,False,1.0,1.0
GRW_02480,Haryana,Sirsa,Sirsa_T128,TER_0445,REP_0445,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,out_of_stock,2025-12-15,male,senior,small,31.0,67.0,95.0,44.0,0,0.0,0.0,1.0,0.0,1,107.0,0,1,2,0.96,51,1,1,0,0.0,0,0.0,0.5923076923076923,0.37662337662337664,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02481,Punjab,Ludhiana,Ludhiana_T023,TER_0084,REP_0084,potato,Kavach 75 WP,Punjabi,smartphone,unknown,healthy,2025-11-28,male,mid,small,0.0,0.0,53.0,44.0,0,0.0,0.0,1.0,0.0,1,124.0,1,1,2,1.59,41,1,1,0,1.0,1,1.0,0.5230769230769231,0.38235294117647056,False,False,False,False,False,True,small,True,False,False,False,0.0,0.0
GRW_02482,Gujarat,Mehsana,Mehsana_T068,TER_0262,REP_0262,unknown,Tilt 250 EC,Gujarati,smartphone,unknown,healthy,2026-01-20,male,mid,small,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,71.0,0,0,2,1.64,40,1,1,0,1.0,1,1.0,0.4461538461538462,0.3448275862068966,False,True,False,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02483,Maharashtra,Jalgaon,Jalgaon_T138,TER_0434,REP_0434,safflower,Score 250 EC,Marathi,smartphone,unknown,healthy,2025-11-15,male,elder,small,0.0,0.0,97.0,31.0,0,0.0,0.0,1.0,0.0,0,137.0,0,0,2,1.64,66,1,1,0,1.0,1,1.0,0.06153846153846154,0.5,False,False,False,False,True,False,small,True,False,False,False,0.0,0.0
GRW_02484,Maharashtra,Akola,Akola_T044,TER_0114,REP_0114,wheat,Tilt 250 EC,Marathi,smartphone,early_vegetative,healthy,2025-10-21,male,young,small,86.0,122.0,150.0,-11.0,0,0.0,0.0,1.0,0.0,0,162.0,0,0,2,0.95,30,1,1,0,1.0,1,1.0,0.3076923076923077,0.275,False,False,False,False,True,False,small,True,False,False,False,0.0,0.0
GRW_02485,Haryana,Rohtak,Rohtak_T041,TER_0132,REP_0132,unknown,Tilt 250 EC,Hindi,keypad,unknown,watch,2026-03-01,female,elder,small,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,999.0,0,0,1,1.64,67,0,1,1,0.6,1,0.6,0.4846153846153846,0.1746031746031746,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02486,Uttar Pradesh,Varanasi,Varanasi_T147,TER_0465,REP_0465,unknown,Tilt 250 EC,Hindi,smartphone,unknown,healthy,2025-10-30,male,elder,small,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,153.0,0,0,2,0.89,67,1,1,0,1.0,1,1.0,0.6230769230769231,0.4074074074074074,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02487,Haryana,Rohtak,Rohtak_T076,TER_0231,REP_0231,chickpea,Actara 25 WG,Hindi,smartphone,unknown,healthy,2025-10-19,female,senior,medium,0.0,0.0,133.0,-1.0,0,0.0,0.0,1.0,0.0,1,164.0,0,1,2,2.92,58,1,1,0,1.0,1,1.0,0.6,0.32051282051282054,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_02488,Madhya Pradesh,Ratlam,Ratlam_T006,TER_0007,REP_0007,unknown,Tilt 250 EC,Hindi,smartphone,unknown,healthy,2025-11-24,male,elder,medium,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1,128.0,0,1,2,2.44,69,1,1,0,1.0,1,1.0,0.5846153846153846,0.3157894736842105,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_02489,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T138,TER_0405,REP_0405,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,healthy,2025-12-08,male,mid,medium,38.0,74.0,102.0,37.0,0,0.0,0.0,1.0,0.0,1,114.0,1,1,2,3.87,42,1,1,0,1.0,1,1.0,0.4076923076923077,0.41509433962264153,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_02490,Maharashtra,Amravati,Amravati_T112,TER_0347,REP_0347,safflower,Score 250 EC,Marathi,smartphone,unknown,healthy,2025-11-04,male,senior,small,0.0,0.0,108.0,20.0,0,0.0,0.0,1.0,0.0,1,148.0,1,0,2,1.14,60,1,1,0,1.0,1,1.0,0.34615384615384615,0.26666666666666666,False,False,False,False,True,False,small,True,False,False,False,0.0,0.0
GRW_02491,Rajasthan,Jaipur,Jaipur_T026,TER_0086,REP_0086,wheat,Tilt 250 EC,Hindi,smartphone,flowering_approaching,watch,2026-02-03,male,young,medium,-19.0,17.0,45.0,94.0,0,1.0,0.0,1.0,0.4,1,57.0,0,0,2,2.63,22,1,1,0,0.6,1,0.6666666666666666,0.3923076923076923,0.37254901960784315,False,False,True,False,False,False,medium,False,True,False,False,1.0,0.0
GRW_02492,Uttar Pradesh,Varanasi,Varanasi_T044,TER_0102,REP_0102,unknown,Tilt 250 EC,Hindi,smartphone,unknown,healthy,2025-12-20,male,senior,small,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1,102.0,0,1,2,0.86,63,1,1,0,1.0,1,1.0,0.6923076923076923,0.35555555555555557,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02493,Rajasthan,Bikaner,Bikaner_T016,TER_0074,REP_0074,mustard,Score 250 EC,Hindi,unknown,unknown,healthy,2026-03-01,female,elder,medium,0.0,-40.0,-14.0,137.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,0,2.37,67,0,0,1,1.0,1,0.75,0.43846153846153846,0.38596491228070173,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_02494,Madhya Pradesh,Indore,Indore_T022,TER_0089,REP_0089,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,out_of_stock,2025-10-19,male,mid,small,88.0,124.0,152.0,-13.0,0,0.0,0.0,1.0,0.0,1,164.0,1,1,2,1.63,49,1,1,0,0.0,0,0.0,0.8384615384615385,0.30275229357798167,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02495,Maharashtra,Amravati,Amravati_T061,TER_0182,REP_0182,safflower,Score 250 EC,Marathi,smartphone,unknown,healthy,2025-12-07,male,mid,small,0.0,0.0,75.0,53.0,0,0.0,0.0,1.0,0.0,1,115.0,1,1,2,1.16,47,1,1,0,1.0,1,1.0,0.45384615384615384,0.288135593220339,False,False,False,False,True,False,small,True,False,False,False,0.0,0.0
GRW_02496,Madhya Pradesh,Ratlam,Ratlam_T041,TER_0139,REP_0139,lentil,Tilt 250 EC,Hindi,smartphone,unknown,healthy,2025-12-03,male,young,large,0.0,0.0,102.0,39.0,0,0.0,0.0,1.0,0.0,0,119.0,0,0,2,6.12,33,1,1,0,1.0,1,1.0,0.4846153846153846,0.23809523809523808,False,False,True,False,False,False,large,False,False,True,False,0.0,0.0
GRW_02497,Punjab,Ludhiana,Ludhiana_T072,TER_0282,REP_0282,wheat,Tilt 250 EC,Punjabi,keypad,post_flowering,healthy,2026-03-01,male,mid,small,-45.0,-9.0,19.0,120.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,1,0.46,37,0,1,1,1.0,1,1.0,0.4153846153846154,0.3333333333333333,False,False,False,False,False,True,small,True,False,False,False,0.0,0.0
GRW_02498,Madhya Pradesh,Sehore,Sehore_T071,TER_0242,REP_0242,wheat,Tilt 250 EC,Hindi,unknown,post_flowering,healthy,2026-03-01,male,mid,small,-45.0,-9.0,19.0,120.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,0,1.64,49,0,0,1,1.0,1,1.0,0.6076923076923076,0.379746835443038,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02499,Uttar Pradesh,Meerut,Meerut_T123,TER_0426,REP_0426,wheat,Tilt 250 EC,Hindi,smartphone,early_vegetative,healthy,2025-11-22,male,young,small,54.0,90.0,118.0,21.0,0,1.0,1.0,1.0,1.0,1,130.0,0,1,2,1.85,25,1,1,0,1.0,1,1.0,0.5384615384615384,0.37142857142857144,False,False,True,False,False,False,small,True,False,False,False,1.0,1.0
GRW_02500,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T069,TER_0174,REP_0174,unknown,Tilt 250 EC,Hindi,smartphone,unknown,healthy,2025-12-13,male,young,small,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,109.0,0,0,2,0.89,23,1,1,0,1.0,1,1.0,0.4153846153846154,0.3333333333333333,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02501,West Bengal,Bardhaman,Bardhaman_T007,TER_0047,REP_0047,lentil,Tilt 250 EC,Bengali,smartphone,unknown,healthy,2026-01-08,female,senior,medium,0.0,0.0,66.0,75.0,0,0.0,0.0,1.0,0.0,1,83.0,1,1,2,2.6,63,1,1,0,1.0,1,1.0,0.5692307692307692,0.40540540540540543,True,False,False,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_02502,Gujarat,Ahmedabad,Ahmedabad_T099,TER_0342,REP_0342,cumin,Amistar 250 SC,Gujarati,smartphone,unknown,healthy,2025-12-12,male,young,small,0.0,0.0,75.0,41.0,0,0.0,0.0,1.0,0.0,1,110.0,1,1,2,0.56,27,1,1,0,1.0,1,1.0,0.27692307692307694,0.3611111111111111,False,True,False,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02503,Maharashtra,Amravati,Amravati_T041,TER_0116,REP_0116,unknown,Tilt 250 EC,Marathi,keypad,unknown,healthy,2026-03-01,female,elder,small,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,999.0,0,0,1,1.6,74,0,1,1,1.0,1,1.0,0.2923076923076923,0.21052631578947367,False,False,False,False,True,False,small,True,False,False,False,0.0,0.0
GRW_02504,Punjab,Patiala,Patiala_T138,TER_0487,REP_0487,unknown,Tilt 250 EC,Punjabi,smartphone,unknown,healthy,2025-10-10,female,mid,medium,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1,173.0,0,1,2,2.19,38,1,1,0,1.0,1,1.0,0.2923076923076923,0.18421052631578946,False,False,False,False,False,True,medium,False,True,False,False,0.0,0.0
GRW_02505,Punjab,Patiala,Patiala_T139,TER_0487,REP_0487,mustard,Score 250 EC,Punjabi,smartphone,unknown,healthy,2025-11-06,male,mid,medium,0.0,75.0,101.0,22.0,0,1.0,0.0,1.0,0.4,1,146.0,0,0,2,2.82,47,1,1,0,1.0,1,1.0,0.2923076923076923,0.18421052631578946,False,False,False,False,False,True,medium,False,True,False,False,1.0,0.0
GRW_02506,Maharashtra,Amravati,Amravati_T032,TER_0116,REP_0116,safflower,Score 250 EC,Marathi,keypad,unknown,out_of_stock,2026-03-01,male,mid,small,0.0,0.0,-9.0,137.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,1,0.98,49,0,1,1,0.0,0,0.0,0.2923076923076923,0.21052631578947367,False,False,False,False,True,False,small,True,False,False,False,0.0,0.0
GRW_02507,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T072,TER_0207,REP_0207,unknown,Tilt 250 EC,Hindi,unknown,unknown,watch,2026-03-01,male,mid,medium,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,999.0,0,1,0,2.4,49,0,0,1,0.6,1,0.5,0.3769230769230769,0.2653061224489796,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_02508,Haryana,Hisar,Hisar_T023,TER_0068,REP_0068,unknown,Tilt 250 EC,Hindi,smartphone,unknown,healthy,2026-03-24,male,mid,small,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,8.0,0,0,2,1.64,42,1,1,0,1.0,1,1.0,0.16923076923076924,0.18181818181818182,False,False,True,False,False,False,small,True,False,False,False,0.0,0.0
GRW_02509,Rajasthan,Bharatpur,Bharatpur_T118,TER_0334,REP_0334,mustard,Score 250 EC,Hindi,smartphone,unknown,healthy,2025-11-24,male,young,medium,0.0,57.0,83.0,40.0,0,0.0,0.0,1.0,0.0,1,128.0,0,1,2,2.43,34,1,1,0,1.0,1,1.0,0.4076923076923077,0.2641509433962264,False,False,True,False,False,False,medium,False,True,False,False,0.0,0.0
GRW_02510,Punjab,Bathinda,Bathinda_T114,TER_0352,REP_0352,wheat,Tilt 250 EC,Punjabi,smartphone,early_vegetative,watch,2025-12-23,female,young,small,23.0,59.0,87.0,52.0,0,0.0,0.0,1.0,0.0,1,99.0,0,1,2,1.68,27,1,1,0,0.6,1,0.5,0.7230769230769231,0.35106382978723405,False,False,False,False,False,True,small,True,False,False,False,0.0,0.0
GRW_02511,Punjab,Patiala,Patiala_T108,TER_0388,REP_0388,wheat,Tilt 250 EC,Punjabi,smartphone,early_vegetative,healthy,2025-11-24,male,senior,small,52.0,88.0,116.0,23.0,0,0.0,0.0,1.0,0.0,1,128.0,1,1,2,0.91,55,1,1,0,1.0,1,1.0,0.6307692307692307,0.2804878048780488,False,False,False,False,False,True,small,True,False,False,False,0.0,0.0
GRW_02512,Maharashtra,Amravati,Amravati_T018,TER_0050,REP_0050,unknown,Tilt 250 EC,Marathi,smartphone,unknown,out_of_stock,2025-10-29,female,mid,medium,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1,154.0,0,1,2,2.14,48,1,1,0,0.0,0,0.0,0.5461538461538461,0.28169014084507044,False,False,False,False,True,False,medium,False,True,False,False,0.0,0.0
