message_id,grower_id,send_date,crop,relevant_product,state,district,territory_id,prior_open_rate,prior_click_rate,prior_msg_count,scan_before_send,attended_before_send,days_to_flowering,days_to_harvest,days_to_tillering,in_critical_window,device_score,grower_farm_size,grower_age,stock_urgency_score,rep_coverage_score,pct_retailers_stocked,rep_campaign_ratio,label_opened,label_clicked
WAM_RABI25_01798,GRW_02405,2026-02-08,chickpea,Actara 25 WG,Maharashtra,Akola,TER_0312,0.0,0.0,0,0,0,0.0,21.0,0.0,0,2,1.64,58,0.0,0.46153846153846156,0.0,0.35,1,0
WAM_RABI25_01799,GRW_02406,2025-10-30,wheat,Tilt 250 EC,Rajasthan,Bharatpur,TER_0136,0.0,0.0,0,0,0,113.0,141.0,77.0,0,2,2.12,28,0.6,0.2846153846153846,0.6666666666666666,0.3783783783783784,0,0
WAM_RABI25_01800,GRW_02409,2025-10-29,wheat,Tilt 250 EC,Uttar Pradesh,Varanasi,TER_0267,0.0,0.0,0,0,0,114.0,142.0,78.0,0,2,1.56,27,1.0,0.676923076923077,1.0,0.375,0,0
WAM_RABI25_01801,GRW_02411,2025-11-10,chickpea,Actara 25 WG,Madhya Pradesh,Indore,TER_0155,0.0,0.0,0,0,0,0.0,111.0,0.0,0,2,0.85,71,1.0,0.4230769230769231,1.0,0.2909090909090909,0,0
WAM_RABI25_01802,GRW_02412,2025-11-18,chickpea,Actara 25 WG,Haryana,Rohtak,TER_0033,0.0,0.0,0,0,0,0.0,103.0,0.0,0,2,1.4,49,1.0,0.4,1.0,0.2692307692307692,0,0
WAM_RABI25_01803,GRW_02415,2025-10-29,mustard,Score 250 EC,Punjab,Ludhiana,TER_0216,0.0,0.0,0,0,0,83.0,109.0,0.0,0,2,1.06,26,1.0,0.46923076923076923,1.0,0.39344262295081966,1,0
WAM_RABI25_01804,GRW_02417,2025-12-31,barley,Tilt 250 EC,Haryana,Karnal,TER_0489,0.0,0.0,0,0,0,0.0,69.0,0.0,0,2,3.07,38,0.6,0.5153846153846153,0.6666666666666666,0.31343283582089554,1,0
WAM_RABI25_01805,GRW_02418,2025-10-30,safflower,Score 250 EC,Maharashtra,Jalgaon,TER_0137,0.0,0.0,0,0,0,0.0,113.0,0.0,0,2,0.58,26,1.0,0.3923076923076923,1.0,0.2549019607843137,1,1
WAM_RABI25_01806,GRW_02419,2026-01-02,wheat,Tilt 250 EC,Maharashtra,Amravati,TER_0050,0.0,0.0,0,0,0,49.0,77.0,13.0,0,2,1.34,23,0.0,0.5461538461538461,0.0,0.28169014084507044,0,0
WAM_RABI25_01807,GRW_02420,2025-11-16,wheat,Tilt 250 EC,Madhya Pradesh,Ratlam,TER_0073,0.0,0.0,0,1,1,96.0,124.0,60.0,0,2,1.94,68,0.6,0.6076923076923076,0.6666666666666666,0.31645569620253167,1,0
WAM_RABI25_01808,GRW_02421,2025-10-29,wheat,Tilt 250 EC,Punjab,Ludhiana,TER_0150,0.0,0.0,0,0,0,114.0,142.0,78.0,0,2,1.64,30,1.0,0.46153846153846156,1.0,0.31666666666666665,1,0
WAM_RABI25_01809,GRW_02423,2026-01-31,wheat,Tilt 250 EC,Rajasthan,Jaipur,TER_0086,0.0,0.0,0,0,0,20.0,48.0,-16.0,0,2,0.87,40,0.6,0.3923076923076923,0.6666666666666666,0.37254901960784315,0,0
WAM_RABI25_01810,GRW_02425,2026-02-03,chickpea,Actara 25 WG,Punjab,Patiala,TER_0190,0.0,0.0,0,0,0,0.0,26.0,0.0,0,2,1.57,48,1.0,0.5384615384615384,1.0,0.38571428571428573,0,0
WAM_RABI25_01811,GRW_02426,2025-10-19,chickpea,Actara 25 WG,Maharashtra,Akola,TER_0048,0.0,0.0,0,0,0,0.0,133.0,0.0,0,2,1.73,28,0.0,0.43846153846153846,0.0,0.3333333333333333,0,0
WAM_RABI25_01812,GRW_02427,2025-11-23,wheat,Tilt 250 EC,Maharashtra,Akola,TER_0411,0.0,0.0,0,0,0,89.0,117.0,53.0,0,2,2.46,72,0.0,0.36923076923076925,0.0,0.3125,0,0
WAM_RABI25_01813,GRW_02430,2025-12-15,wheat,Tilt 250 EC,Uttar Pradesh,Kanpur Nagar,TER_0009,0.0,0.0,0,0,0,67.0,95.0,31.0,0,2,1.99,25,1.0,0.4076923076923077,1.0,0.3018867924528302,0,0
WAM_RABI25_01814,GRW_02431,2025-10-29,barley,Tilt 250 EC,Uttar Pradesh,Varanasi,TER_0036,0.0,0.0,0,0,0,0.0,132.0,0.0,0,2,0.83,51,1.0,0.2153846153846154,1.0,0.10714285714285714,0,0
WAM_RABI25_01815,GRW_02432,2025-10-27,wheat,Tilt 250 EC,Haryana,Hisar,TER_0233,0.0,0.0,0,0,1,116.0,144.0,80.0,0,2,4.83,72,1.0,0.34615384615384615,1.0,0.4,0,0
WAM_RABI25_01816,GRW_02433,2025-11-08,wheat,Tilt 250 EC,Punjab,Bathinda,TER_0088,0.0,0.0,0,0,0,104.0,132.0,68.0,0,2,2.97,39,1.0,0.6307692307692307,1.0,0.2926829268292683,0,0
WAM_RABI25_01817,GRW_02434,2025-11-12,potato,Kavach 75 WP,Uttar Pradesh,Lucknow,TER_0072,0.0,0.0,0,0,0,0.0,69.0,0.0,0,2,2.0,61,0.0,0.7153846153846154,0.0,0.3548387096774194,0,0
WAM_RABI25_01818,GRW_02435,2025-11-24,wheat,Tilt 250 EC,Haryana,Hisar,TER_0002,0.0,0.0,0,0,0,88.0,116.0,52.0,0,2,1.6,71,0.0,0.6153846153846154,0.0,0.3125,0,0
WAM_RABI25_01819,GRW_02436,2025-11-11,wheat,Tilt 250 EC,Uttar Pradesh,Kanpur Nagar,TER_0174,0.0,0.0,0,0,0,101.0,129.0,65.0,0,2,2.33,27,1.0,0.4153846153846154,1.0,0.3333333333333333,0,0
WAM_RABI25_01820,GRW_02437,2025-11-19,barley,Tilt 250 EC,Rajasthan,Jaipur,TER_0185,0.0,0.0,0,0,0,0.0,111.0,0.0,0,2,1.58,70,1.0,0.47692307692307695,1.0,0.45161290322580644,0,0
WAM_RABI25_01821,GRW_02438,2025-12-25,mustard,Score 250 EC,Uttar Pradesh,Meerut,TER_0228,0.0,0.0,0,0,0,26.0,52.0,0.0,0,2,5.6,54,1.0,0.38461538461538464,1.0,0.28,0,0
WAM_RABI25_01822,GRW_02439,2025-10-08,unknown,Tilt 250 EC,Gujarat,Mehsana,TER_0031,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,1.38,73,1.0,0.5153846153846153,1.0,0.373134328358209,0,0
WAM_RABI25_01823,GRW_02441,2025-10-13,wheat,Tilt 250 EC,Maharashtra,Jalgaon,TER_0203,0.0,0.0,0,0,0,130.0,158.0,94.0,0,2,1.19,67,1.0,0.23846153846153847,1.0,0.3225806451612903,0,0
WAM_RABI25_01824,GRW_02442,2026-01-09,wheat,Tilt 250 EC,Rajasthan,Bikaner,TER_0404,0.0,0.0,0,0,0,42.0,70.0,6.0,0,2,2.16,33,1.0,0.33076923076923076,1.0,0.32558139534883723,1,0
WAM_RABI25_01825,GRW_02444,2025-12-12,potato,Kavach 75 WP,Uttar Pradesh,Lucknow,TER_0171,0.0,0.0,0,0,0,0.0,39.0,0.0,0,2,1.64,50,1.0,0.47692307692307695,1.0,0.4838709677419355,1,1
WAM_RABI25_01826,GRW_02445,2025-11-04,wheat,Tilt 250 EC,Rajasthan,Sikar,TER_0109,0.0,0.0,0,0,0,108.0,136.0,72.0,0,2,1.4,52,1.0,0.5230769230769231,1.0,0.35294117647058826,0,0
WAM_RABI25_01827,GRW_02446,2026-01-12,potato,Kavach 75 WP,Uttar Pradesh,Varanasi,TER_0300,0.0,0.0,0,0,0,0.0,8.0,0.0,0,2,1.17,48,1.0,0.46923076923076923,1.0,0.39344262295081966,0,0
WAM_RABI25_01828,GRW_02447,2025-11-29,wheat,Tilt 250 EC,Punjab,Bathinda,TER_0055,0.0,0.0,0,0,0,83.0,111.0,47.0,0,2,1.88,65,0.0,0.47692307692307695,0.0,0.3387096774193548,0,0
WAM_RABI25_01829,GRW_02448,2026-02-23,mustard,Score 250 EC,Uttar Pradesh,Agra,TER_0211,0.0,0.0,0,0,0,-34.0,-8.0,0.0,0,2,2.34,40,1.0,0.34615384615384615,1.0,0.4,1,0
WAM_RABI25_01830,GRW_02452,2025-10-27,wheat,Tilt 250 EC,Gujarat,Rajkot,TER_0189,0.0,0.0,0,0,0,116.0,144.0,80.0,0,2,3.22,53,1.0,0.46153846153846156,1.0,0.3,0,0
WAM_RABI25_01831,GRW_02454,2025-11-23,chickpea,Actara 25 WG,Maharashtra,Akola,TER_0180,0.0,0.0,0,0,0,0.0,98.0,0.0,0,2,1.64,63,1.0,0.4076923076923077,1.0,0.41509433962264153,0,0
WAM_RABI25_01832,GRW_02455,2025-12-04,wheat,Tilt 250 EC,Gujarat,Ahmedabad,TER_0144,0.0,0.0,0,0,0,78.0,106.0,42.0,0,2,3.0,59,1.0,0.4076923076923077,1.0,0.3584905660377358,0,0
WAM_RABI25_01833,GRW_02456,2026-02-18,wheat,Tilt 250 EC,Bihar,Muzaffarpur,TER_0127,0.0,0.0,0,0,0,2.0,30.0,-34.0,1,2,1.2,44,1.0,0.4153846153846154,1.0,0.2962962962962963,0,0
WAM_RABI25_01834,GRW_02457,2026-03-18,mustard,Score 250 EC,Uttar Pradesh,Meerut,TER_0096,0.0,0.0,0,0,0,-57.0,-31.0,0.0,0,2,1.33,43,0.0,0.5461538461538461,0.0,0.30985915492957744,0,0
WAM_RABI25_01835,GRW_02460,2025-10-25,wheat,Tilt 250 EC,Karnataka,Kalaburagi,TER_0085,0.0,0.0,0,0,0,118.0,146.0,82.0,0,2,3.54,49,1.0,0.47692307692307695,1.0,0.22580645161290322,1,0
WAM_RABI25_01836,GRW_02462,2025-12-09,unknown,Tilt 250 EC,Karnataka,Kalaburagi,TER_0448,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,4.88,47,1.0,0.3384615384615385,1.0,0.2727272727272727,1,1
WAM_RABI25_01837,GRW_02463,2025-10-25,barley,Tilt 250 EC,Uttar Pradesh,Varanasi,TER_0465,0.0,0.0,0,0,0,0.0,136.0,0.0,0,2,2.37,52,1.0,0.6230769230769231,1.0,0.4074074074074074,0,0
WAM_RABI25_01838,GRW_02464,2025-11-09,wheat,Tilt 250 EC,Punjab,Ludhiana,TER_0447,0.0,0.0,0,0,0,103.0,131.0,67.0,0,2,2.17,45,1.0,0.3384615384615385,1.0,0.3409090909090909,0,0
WAM_RABI25_01839,GRW_02465,2026-03-27,chickpea,Actara 25 WG,Punjab,Bathinda,TER_0088,0.0,0.0,0,0,0,0.0,-26.0,0.0,0,2,2.19,37,1.0,0.6307692307692307,1.0,0.2926829268292683,1,1
WAM_RABI25_01840,GRW_02466,2025-10-27,unknown,Tilt 250 EC,West Bengal,Nadia,TER_0092,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,2.12,27,1.0,0.5846153846153846,1.0,0.32894736842105265,1,1
WAM_RABI25_01841,GRW_02468,2026-01-20,mustard,Score 250 EC,Rajasthan,Bharatpur,TER_0268,0.0,0.0,0,0,0,0.0,26.0,0.0,1,2,2.04,30,1.0,0.2846153846153846,1.0,0.24324324324324326,0,0
WAM_RABI25_01842,GRW_02469,2026-03-24,potato,Kavach 75 WP,Uttar Pradesh,Meerut,TER_0162,0.0,0.0,0,0,0,0.0,-63.0,0.0,0,2,1.28,39,1.0,0.6076923076923076,1.0,0.24050632911392406,0,0
WAM_RABI25_01843,GRW_02471,2025-11-10,barley,Tilt 250 EC,Rajasthan,Bikaner,TER_0008,0.0,0.0,0,0,0,0.0,120.0,0.0,0,2,1.54,56,1.0,0.4461538461538462,1.0,0.3448275862068966,1,0
WAM_RABI25_01844,GRW_02472,2025-10-06,wheat,Tilt 250 EC,Uttar Pradesh,Lucknow,TER_0006,0.0,0.0,0,0,0,137.0,165.0,101.0,0,2,1.06,47,0.6,0.45384615384615384,0.5,0.3050847457627119,0,0
WAM_RABI25_01845,GRW_02473,2025-11-23,chickpea,Actara 25 WG,Uttar Pradesh,Varanasi,TER_0135,0.0,0.0,0,0,0,0.0,98.0,0.0,0,2,2.87,24,1.0,0.45384615384615384,1.0,0.3389830508474576,0,0
WAM_RABI25_01846,GRW_02474,2025-10-12,wheat,Tilt 250 EC,Madhya Pradesh,Ujjain,TER_0285,0.0,0.0,0,0,0,131.0,159.0,95.0,0,2,0.67,30,0.0,0.7384615384615385,0.0,0.3125,1,0
WAM_RABI25_01847,GRW_02475,2025-10-19,maize,Actara 25 WG,Bihar,Muzaffarpur,TER_0358,0.0,0.0,0,0,0,0.0,124.0,0.0,0,2,1.99,32,1.0,0.4846153846153846,1.0,0.31746031746031744,1,0
WAM_RABI25_01848,GRW_02477,2025-10-22,wheat,Tilt 250 EC,Madhya Pradesh,Indore,TER_0419,0.0,0.0,0,0,0,121.0,149.0,85.0,0,2,1.3,37,1.0,0.4230769230769231,1.0,0.34545454545454546,0,0
WAM_RABI25_01849,GRW_02478,2025-11-01,chickpea,Actara 25 WG,Maharashtra,Akola,TER_0081,0.0,0.0,0,0,0,0.0,120.0,0.0,0,2,1.71,63,1.0,0.3230769230769231,1.0,0.3333333333333333,1,0
WAM_RABI25_01850,GRW_02479,2025-12-15,chickpea,Actara 25 WG,Haryana,Karnal,TER_0489,0.0,0.0,0,0,0,0.0,76.0,0.0,0,2,1.33,51,1.0,0.5153846153846153,1.0,0.31343283582089554,1,1
WAM_RABI25_01851,GRW_02480,2025-12-15,wheat,Tilt 250 EC,Haryana,Sirsa,TER_0445,0.0,0.0,0,0,0,67.0,95.0,31.0,0,2,0.96,51,0.0,0.5923076923076923,0.0,0.37662337662337664,0,0
WAM_RABI25_01852,GRW_02481,2025-11-28,potato,Kavach 75 WP,Punjab,Ludhiana,TER_0084,0.0,0.0,0,0,0,0.0,53.0,0.0,0,2,1.59,41,1.0,0.5230769230769231,1.0,0.38235294117647056,0,0
WAM_RABI25_01853,GRW_02482,2026-01-20,unknown,Tilt 250 EC,Gujarat,Mehsana,TER_0262,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,1.64,40,1.0,0.4461538461538462,1.0,0.3448275862068966,0,0
WAM_RABI25_01854,GRW_02483,2025-11-15,safflower,Score 250 EC,Maharashtra,Jalgaon,TER_0434,0.0,0.0,0,0,0,0.0,97.0,0.0,0,2,1.64,66,1.0,0.06153846153846154,1.0,0.5,0,0
WAM_RABI25_01855,GRW_02484,2025-10-21,wheat,Tilt 250 EC,Maharashtra,Akola,TER_0114,0.0,0.0,0,0,0,122.0,150.0,86.0,0,2,0.95,30,1.0,0.3076923076923077,1.0,0.275,0,0
WAM_RABI25_01856,GRW_02486,2025-10-30,unknown,Tilt 250 EC,Uttar Pradesh,Varanasi,TER_0465,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,0.89,67,1.0,0.6230769230769231,1.0,0.4074074074074074,0,0
WAM_RABI25_01857,GRW_02487,2025-10-19,chickpea,Actara 25 WG,Haryana,Rohtak,TER_0231,0.0,0.0,0,0,0,0.0,133.0,0.0,0,2,2.92,58,1.0,0.6,1.0,0.32051282051282054,0,0
WAM_RABI25_01858,GRW_02488,2025-11-24,unknown,Tilt 250 EC,Madhya Pradesh,Ratlam,TER_0007,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,2.44,69,1.0,0.5846153846153846,1.0,0.3157894736842105,0,0
WAM_RABI25_01859,GRW_02489,2025-12-08,wheat,Tilt 250 EC,Uttar Pradesh,Kanpur Nagar,TER_0405,0.0,0.0,0,0,0,74.0,102.0,38.0,0,2,3.87,42,1.0,0.4076923076923077,1.0,0.41509433962264153,0,0
WAM_RABI25_01860,GRW_02490,2025-11-04,safflower,Score 250 EC,Maharashtra,Amravati,TER_0347,0.0,0.0,0,0,0,0.0,108.0,0.0,0,2,1.14,60,1.0,0.34615384615384615,1.0,0.26666666666666666,0,0
WAM_RABI25_01861,GRW_02491,2026-02-03,wheat,Tilt 250 EC,Rajasthan,Jaipur,TER_0086,0.0,0.0,0,0,0,17.0,45.0,-19.0,0,2,2.63,22,0.6,0.3923076923076923,0.6666666666666666,0.37254901960784315,1,0
WAM_RABI25_01862,GRW_02492,2025-12-20,unknown,Tilt 250 EC,Uttar Pradesh,Varanasi,TER_0102,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,0.86,63,1.0,0.6923076923076923,1.0,0.35555555555555557,0,0
WAM_RABI25_01863,GRW_02494,2025-10-19,wheat,Tilt 250 EC,Madhya Pradesh,Indore,TER_0089,0.0,0.0,0,0,0,124.0,152.0,88.0,0,2,1.63,49,0.0,0.8384615384615385,0.0,0.30275229357798167,0,0
WAM_RABI25_01864,GRW_02495,2025-12-07,safflower,Score 250 EC,Maharashtra,Amravati,TER_0182,0.0,0.0,0,0,0,0.0,75.0,0.0,0,2,1.16,47,1.0,0.45384615384615384,1.0,0.288135593220339,0,0
WAM_RABI25_01865,GRW_02496,2025-12-03,lentil,Tilt 250 EC,Madhya Pradesh,Ratlam,TER_0139,0.0,0.0,0,0,0,0.0,102.0,0.0,0,2,6.12,33,1.0,0.4846153846153846,1.0,0.23809523809523808,0,0
WAM_RABI25_01866,GRW_02499,2025-11-22,wheat,Tilt 250 EC,Uttar Pradesh,Meerut,TER_0426,0.0,0.0,0,0,0,90.0,118.0,54.0,0,2,1.85,25,1.0,0.5384615384615384,1.0,0.37142857142857144,1,1
WAM_RABI25_01867,GRW_02500,2025-12-13,unknown,Tilt 250 EC,Uttar Pradesh,Kanpur Nagar,TER_0174,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,0.89,23,1.0,0.4153846153846154,1.0,0.3333333333333333,0,0
WAM_RABI25_01868,GRW_02501,2026-01-08,lentil,Tilt 250 EC,West Bengal,Bardhaman,TER_0047,0.0,0.0,0,0,0,0.0,66.0,0.0,0,2,2.6,63,1.0,0.5692307692307692,1.0,0.40540540540540543,0,0
WAM_RABI25_01869,GRW_02502,2025-12-12,cumin,Amistar 250 SC,Gujarat,Ahmedabad,TER_0342,0.0,0.0,0,0,0,0.0,75.0,0.0,0,2,0.56,27,1.0,0.27692307692307694,1.0,0.3611111111111111,0,0
WAM_RABI25_01870,GRW_02504,2025-10-10,unknown,Tilt 250 EC,Punjab,Patiala,TER_0487,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,2.19,38,1.0,0.2923076923076923,1.0,0.18421052631578946,0,0
WAM_RABI25_01871,GRW_02505,2025-11-06,mustard,Score 250 EC,Punjab,Patiala,TER_0487,0.0,0.0,0,0,0,75.0,101.0,0.0,0,2,2.82,47,1.0,0.2923076923076923,1.0,0.18421052631578946,1,0
WAM_RABI25_01872,GRW_02508,2026-03-24,unknown,Tilt 250 EC,Haryana,Hisar,TER_0068,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,1.64,42,1.0,0.16923076923076924,1.0,0.18181818181818182,0,0
WAM_RABI25_01873,GRW_02509,2025-11-24,mustard,Score 250 EC,Rajasthan,Bharatpur,TER_0334,0.0,0.0,0,0,0,57.0,83.0,0.0,0,2,2.43,34,1.0,0.4076923076923077,1.0,0.2641509433962264,0,0
WAM_RABI25_01874,GRW_02510,2025-12-23,wheat,Tilt 250 EC,Punjab,Bathinda,TER_0352,0.0,0.0,0,0,0,59.0,87.0,23.0,0,2,1.68,27,0.6,0.7230769230769231,0.5,0.35106382978723405,0,0
WAM_RABI25_01875,GRW_02511,2025-11-24,wheat,Tilt 250 EC,Punjab,Patiala,TER_0388,0.0,0.0,0,0,0,88.0,116.0,52.0,0,2,0.91,55,1.0,0.6307692307692307,1.0,0.2804878048780488,0,0
WAM_RABI25_01876,GRW_02512,2025-10-29,unknown,Tilt 250 EC,Maharashtra,Amravati,TER_0050,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,2.14,48,0.0,0.5461538461538461,0.0,0.28169014084507044,0,0
WAM_RABI25_01877,GRW_02514,2026-01-14,mustard,Score 250 EC,Rajasthan,Jaipur,TER_0317,0.0,0.0,0,0,0,6.0,32.0,0.0,1,2,1.72,22,1.0,0.4461538461538462,1.0,0.39655172413793105,0,0
WAM_RABI25_01878,GRW_02515,2025-10-23,mustard,Score 250 EC,Uttar Pradesh,Agra,TER_0079,0.0,0.0,0,0,0,89.0,115.0,0.0,0,2,0.49,62,1.0,0.5,1.0,0.3076923076923077,0,0
WAM_RABI25_01879,GRW_02516,2025-12-11,unknown,Tilt 250 EC,Madhya Pradesh,Ratlam,TER_0106,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,1.75,56,1.0,0.3769230769230769,1.0,0.3469387755102041,0,0
WAM_RABI25_01880,GRW_02517,2025-11-06,mustard,Score 250 EC,Haryana,Karnal,TER_0390,0.0,0.0,0,0,0,75.0,101.0,0.0,0,2,1.74,28,1.0,0.3923076923076923,1.0,0.4117647058823529,1,0
WAM_RABI25_01881,GRW_02518,2026-03-18,wheat,Tilt 250 EC,Uttar Pradesh,Kanpur Nagar,TER_0174,0.0,0.0,0,0,0,-26.0,2.0,-62.0,0,2,0.71,58,1.0,0.4153846153846154,1.0,0.3333333333333333,0,0
WAM_RABI25_01882,GRW_02521,2025-10-10,wheat,Tilt 250 EC,Uttar Pradesh,Agra,TER_0046,0.0,0.0,0,0,0,133.0,161.0,97.0,0,2,1.41,30,1.0,0.5923076923076923,0.75,0.2857142857142857,1,0
WAM_RABI25_01883,GRW_02522,2025-11-18,wheat,Tilt 250 EC,Punjab,Patiala,TER_0421,0.0,0.0,0,0,0,94.0,122.0,58.0,0,2,2.45,72,1.0,0.7153846153846154,1.0,0.24731182795698925,0,0
WAM_RABI25_01884,GRW_02523,2025-10-22,wheat,Tilt 250 EC,Uttar Pradesh,Agra,TER_0343,0.0,0.0,0,0,0,121.0,149.0,85.0,0,2,1.76,28,1.0,0.5615384615384615,1.0,0.3150684931506849,0,0
WAM_RABI25_01885,GRW_02525,2025-10-08,chickpea,Actara 25 WG,Uttar Pradesh,Meerut,TER_0162,0.0,0.0,0,0,0,0.0,144.0,0.0,0,2,1.64,57,1.0,0.6076923076923076,1.0,0.24050632911392406,0,0
WAM_RABI25_01886,GRW_02526,2025-11-23,wheat,Tilt 250 EC,Punjab,Bathinda,TER_0286,0.0,0.0,0,0,0,89.0,117.0,53.0,0,2,0.95,47,1.0,0.6538461538461539,1.0,0.32941176470588235,1,0
WAM_RABI25_01887,GRW_02527,2025-11-25,potato,Kavach 75 WP,Uttar Pradesh,Varanasi,TER_0102,0.0,0.0,0,0,0,0.0,56.0,0.0,0,2,1.64,27,1.0,0.6923076923076923,1.0,0.35555555555555557,0,0
WAM_RABI25_01888,GRW_02528,2025-11-24,mustard,Score 250 EC,Punjab,Patiala,TER_0157,0.0,0.0,0,0,0,57.0,83.0,0.0,0,2,1.64,58,1.0,0.5538461538461539,1.0,0.3888888888888889,1,0
WAM_RABI25_01889,GRW_02529,2026-02-23,barley,Tilt 250 EC,Rajasthan,Sikar,TER_0208,0.0,0.0,0,0,0,0.0,15.0,0.0,0,2,1.3,28,0.0,0.24615384615384617,0.0,0.3125,1,0
WAM_RABI25_01890,GRW_02530,2025-11-17,wheat,Tilt 250 EC,Rajasthan,Bikaner,TER_0404,0.0,0.0,0,0,0,95.0,123.0,59.0,0,2,1.53,30,1.0,0.33076923076923076,1.0,0.32558139534883723,0,0
WAM_RABI25_01891,GRW_02532,2025-12-25,wheat,Tilt 250 EC,Uttar Pradesh,Kanpur Nagar,TER_0042,0.0,0.0,0,0,0,57.0,85.0,21.0,0,2,0.87,32,1.0,0.34615384615384615,1.0,0.26666666666666666,0,0
WAM_RABI25_01892,GRW_02534,2026-01-06,mustard,Score 250 EC,Punjab,Amritsar,TER_0065,0.0,0.0,0,0,0,14.0,40.0,0.0,1,2,1.64,73,1.0,0.38461538461538464,1.0,0.42,1,1
WAM_RABI25_01893,GRW_02535,2025-11-01,wheat,Tilt 250 EC,Rajasthan,Sikar,TER_0043,0.0,0.0,0,0,0,111.0,139.0,75.0,0,2,1.1,41,0.0,0.36923076923076925,0.0,0.2708333333333333,1,0
WAM_RABI25_01894,GRW_02539,2025-10-28,wheat,Tilt 250 EC,Uttar Pradesh,Kanpur Nagar,TER_0339,0.0,0.0,0,0,0,115.0,143.0,79.0,0,2,0.67,54,1.0,0.34615384615384615,1.0,0.4,0,0
WAM_RABI25_01895,GRW_02541,2025-11-18,wheat,Tilt 250 EC,Uttar Pradesh,Agra,TER_0343,0.0,0.0,0,0,0,94.0,122.0,58.0,0,2,1.6,26,1.0,0.5615384615384615,1.0,0.3150684931506849,1,0
WAM_RABI25_01896,GRW_02543,2025-10-07,potato,Kavach 75 WP,Punjab,Patiala,TER_0157,0.0,0.0,0,0,0,0.0,105.0,0.0,0,2,0.62,22,1.0,0.5538461538461539,1.0,0.3888888888888889,0,0
WAM_RABI25_01897,GRW_02545,2025-10-21,safflower,Score 250 EC,Maharashtra,Akola,TER_0147,0.0,0.0,0,0,0,0.0,122.0,0.0,0,2,0.31,70,0.0,0.43846153846153846,0.0,0.38596491228070173,0,0
WAM_RABI25_01898,GRW_02546,2026-02-11,maize,Actara 25 WG,Bihar,Patna,TER_0166,0.0,0.0,0,0,0,0.0,9.0,0.0,0,2,2.85,50,1.0,0.2923076923076923,1.0,0.23684210526315788,0,0
WAM_RABI25_01899,GRW_02547,2025-10-28,mustard,Score 250 EC,Haryana,Sirsa,TER_0313,0.0,0.0,0,0,0,84.0,110.0,0.0,0,2,1.69,28,1.0,0.45384615384615384,1.0,0.3389830508474576,0,0
WAM_RABI25_01900,GRW_02548,2026-01-12,barley,Tilt 250 EC,Haryana,Rohtak,TER_0198,0.0,0.0,0,0,1,0.0,57.0,0.0,0,2,1.64,36,0.6,0.7230769230769231,0.5,0.2765957446808511,0,0
WAM_RABI25_01901,GRW_02549,2025-11-14,wheat,Tilt 250 EC,Punjab,Bathinda,TER_0385,0.0,0.0,0,0,0,98.0,126.0,62.0,0,2,0.66,65,1.0,0.26153846153846155,1.0,0.29411764705882354,0,0
WAM_RABI25_01902,GRW_02550,2025-10-27,barley,Tilt 250 EC,Uttar Pradesh,Kanpur Nagar,TER_0042,0.0,0.0,0,0,0,0.0,134.0,0.0,0,2,2.03,36,1.0,0.34615384615384615,1.0,0.26666666666666666,0,0
WAM_RABI25_01903,GRW_02551,2025-10-08,unknown,Tilt 250 EC,Uttar Pradesh,Meerut,TER_0195,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,0.48,57,1.0,0.7384615384615385,1.0,0.3333333333333333,0,0
WAM_RABI25_01904,GRW_02552,2026-01-22,mustard,Score 250 EC,Punjab,Patiala,TER_0322,0.0,0.0,0,0,0,-2.0,24.0,0.0,0,2,1.64,63,1.0,0.4076923076923077,1.0,0.4339622641509434,0,0
WAM_RABI25_01905,GRW_02553,2026-03-10,unknown,Tilt 250 EC,Gujarat,Ahmedabad,TER_0408,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,1.2,42,1.0,0.5538461538461539,1.0,0.3888888888888889,0,0
WAM_RABI25_01906,GRW_02554,2025-11-21,wheat,Tilt 250 EC,Madhya Pradesh,Indore,TER_0155,0.0,0.0,0,0,0,91.0,119.0,55.0,0,2,1.7,58,1.0,0.4230769230769231,1.0,0.2909090909090909,0,0
WAM_RABI25_01907,GRW_02555,2025-10-26,unknown,Tilt 250 EC,Maharashtra,Akola,TER_0213,0.0,0.0,0,0,0,0.0,0.0,0.0,0,2,1.64,27,0.0,0.47692307692307695,0.0,0.3225806451612903,1,1
WAM_RABI25_01908,GRW_02556,2025-11-08,wheat,Tilt 250 EC,Uttar Pradesh,Agra,TER_0409,0.0,0.0,0,0,0,104.0,132.0,68.0,0,2,1.54,41,1.0,0.5230769230769231,1.0,0.35294117647058826,0,0
